x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
0,0,0,0,0.0,0.0,0.000482,0.013173,0.72026,0.0,3.30763,0.271481,39.503424,0.0,9
3,3,13,7,0.0,0.0,0.001354,0.002839,0.627357,0.0,2.071779,0.232223,56.26799,0.0,13
5,26,75,53,2.686586,0.084775,0.010248,0.006969,0.615161,0.0,0.380275,0.197624,32.888313,0.0,24
0,0,1,0,0.0,0.0,0.004604,0.000391,0.768548,0.00737,1.649851,0.352971,29.35513,0.0,2
1,12,31,34,0.0,0.0,0.002239,0.003194,0.502511,0.0,8.934644,0.135683,46.038498,0.0,8
5,3,31,34,0.0,0.0,0.00781,0.007212,0.583488,0.0,6.888015,0.171543,32.116725,0.0,7
18,35,86,110,5.870978,0.396368,0.018412,0.003806,0.185773,0.0,0.330193,0.221078,10.809478,0.0,9
0,1,0,1,0.0,0.0,0.002419,0.000782,0.804886,0.0,8.281762,0.287839,33.282589,0.0,4
1,5,14,8,0.0,0.0,0.003138,0.000516,0.658519,0.0,4.094625,0.329135,23.683646,0.0,0
3,1,1,0,0.0,0.0,0.007211,0.004753,0.386423,0.0,6.270168,0.320392,30.828758,0.0,1
2,1,4,2,0.0,0.0,0.004755,0.0,0.935855,0.0,3.684034,0.232288,16.403627,0.0,2
6,55,69,73,2.706467,0.12098,0.013233,0.011552,0.326729,0.175896,2.532491,0.150825,21.539734,0.0,4
0,0,0,0,0.0,0.0,0.0,0.0,0.978646,0.0,4.433839,0.679273,26.387093,0.0,0
61,125,143,278,6.3496,0.277288,0.015238,0.003907,0.249129,0.001053,0.244094,0.249616,6.750857,1.0,41
0,0,3,1,0.0,0.0,0.00117,0.001893,0.616471,0.006315,12.307952,0.437901,53.264718,0.0,0
0,3,0,2,0.0,0.0,0.005992,0.005992,0.562414,0.0,6.515002,0.053477,55.451779,0.0,4
0,1,1,0,0.0,0.0,0.001841,0.004606,0.706243,0.053716,7.186173,0.770324,23.561437,0.0,0
0,0,1,0,0.0,0.0,0.004139,0.00129,0.549689,0.002839,9.242145,0.792694,40.865987,0.0,0
8,5,153,92,1.466253,0.075434,0.011198,0.002309,0.323401,0.014575,10.514411,0.136448,36.429679,0.0,2
61,96,151,120,10.949931,0.350416,0.010135,0.009652,0.301112,0.0,0.492343,0.249911,3.038474,0.0,15
0,1,0,0,0.0,0.0,0.003676,0.002925,0.849394,0.002106,11.448448,0.427831,39.517321,0.0,0
0,2,0,0,0.0,0.0,0.0,0.003511,0.920363,0.007367,13.820927,0.567469,58.312412,0.0,0
14,8,33,44,1.984844,0.17772,0.002708,0.005457,0.591358,0.003159,2.503377,0.180159,7.576535,0.0,28
0,0,1,0,0.0,0.0,0.001295,0.003344,0.434599,0.133731,11.525461,1.017754,41.376116,0.0,0
0,0,0,0,0.0,0.0,0.003539,0.003539,0.894165,0.0,7.257029,1.583438,35.423,0.0,0
5,41,301,6,5.2735,0.240946,0.005659,0.003352,0.173558,0.409088,0.690926,0.23918,9.929499,0.0,2
0,1,0,0,0.0,0.0,0.001011,0.0,0.689949,0.0,6.312967,0.889036,31.906195,0.0,0
1,1,0,0,0.0,0.0,0.0,0.0,0.171543,0.076865,2.822122,0.723179,44.869641,0.0,0
45,29,203,230,5.605105,0.296677,0.009924,0.004367,0.414872,0.0,2.101897,0.029665,6.303901,0.0,44
0,4,0,0,0.0,0.0,0.006016,0.0,0.452282,0.089875,7.218828,1.026189,32.779343,0.0,0
0,0,0,0,0.0,0.0,0.0,0.002048,0.9502,0.006317,2.759464,1.018137,59.063811,0.0,0
0,1,3,2,0.0,0.0,0.006817,0.002732,0.872098,0.0,8.756134,0.430635,41.066231,0.0,0
0,1,3,3,0.0,0.0,0.003532,0.003532,0.64949,0.022111,2.864399,0.278914,36.192419,0.0,2
0,29,39,61,0.0,0.0,0.00699,0.002342,0.369892,0.001305,3.908833,0.201915,17.123871,0.0,9
27,15,33,36,2.400832,0.153926,0.001841,0.005009,0.565603,0.0,1.612794,0.162066,41.418251,0.0,4
0,6,4,2,0.150413,0.045143,0.006597,0.0,0.536193,0.197301,3.204876,1.233735,18.471581,0.0,0
1,7,10,6,0.0,0.0,0.008725,0.001764,0.411428,0.006696,4.678166,0.84006,18.534709,0.0,0
0,0,0,0,0.0,0.0,0.005677,0.003562,0.653734,0.018148,3.014449,0.883657,30.744992,0.0,0
0,0,0,0,0.0,0.0,0.004512,0.001407,0.850305,0.0,3.750309,0.51526,29.475092,0.0,0
0,1,0,0,0.0,0.0,0.008064,0.0,0.573718,0.260605,6.764559,1.622383,35.092434,0.0,0
0,1,1,1,0.0,0.0,0.002257,0.001042,0.580985,0.0,9.841421,0.398594,41.451768,0.0,0
0,0,0,1,0.0,0.0,0.005401,0.0,0.654337,0.006318,1.084571,0.642455,33.622713,0.0,0
0,0,0,0,0.0,0.0,0.001362,0.001362,0.516986,0.122757,6.987578,0.700435,30.265443,0.0,0
3,10,15,18,2.002688,0.049767,0.00924,0.001799,0.558603,0.118228,2.930757,0.220484,24.473942,0.0,24
5,11,14,23,0.400971,0.047304,0.002235,0.0,0.366588,0.0,0.934256,0.348397,29.843692,0.0,0
98,116,332,414,8.171718,0.3809,0.020674,0.010259,0.134463,0.0,0.774993,0.037016,28.906303,0.0,18
2,35,57,46,0.487082,0.045164,0.006443,0.003519,0.21056,0.0,2.681512,0.208104,32.861238,0.0,18
0,0,0,0,0.006866,0.002289,0.000404,0.001963,0.497712,0.159637,13.024507,0.561386,61.866907,0.0,0
0,0,0,1,0.004891,0.00163,0.011897,0.005766,0.337847,0.0,2.720209,0.427055,28.631443,0.0,0
0,7,0,0,1.098473,0.289651,0.003513,0.00646,0.456085,0.0,3.054286,0.602158,21.094704,0.0,0
22,12,22,40,0.042421,0.01414,0.007811,0.001591,0.66951,0.0,1.544611,0.290735,17.195342,0.0,5
0,0,0,0,0.0,0.0,0.0,0.004985,0.911897,0.0,9.525074,0.302411,43.82218,0.0,2
1,2,7,2,0.0,0.0,0.0,0.006669,0.715515,0.033666,5.157843,0.379256,57.795896,0.0,4
8,27,21,28,1.985003,0.272612,0.005937,0.006921,0.254352,0.0,0.638149,0.141124,12.670105,0.0,19
1,0,5,4,0.0,0.0,0.0,0.0,0.823215,0.0,3.336677,0.438205,42.88489,0.0,0
0,1,0,1,0.0,0.0,0.000259,0.0,0.746288,0.0,3.883495,0.592074,29.912285,0.0,0
2,0,13,11,0.0,0.0,0.000188,0.000584,0.476573,0.001053,3.784122,0.313399,35.352641,0.0,0
1,9,3,14,0.604164,0.132108,0.008471,0.01157,0.47931,0.003159,4.58217,0.158949,20.598438,0.0,21
0,0,1,1,0.0,0.0,0.003348,0.003859,0.849404,0.0,2.6597,0.288026,37.517302,0.0,2
0,0,0,0,0.0,0.0,0.0,0.0,0.227087,0.0,5.315591,1.309481,34.582713,0.0,0
0,0,0,0,0.0,0.0,0.0,0.0,0.000336,0.127639,8.597658,1.34202,58.148909,0.0,0
3,0,3,1,0.0,0.0,0.0059,0.000856,0.793995,0.007371,6.32625,0.531803,22.359189,0.0,0
10,19,45,48,2.688727,0.092548,0.003084,0.008963,0.490964,0.0,0.610613,0.09769,53.802715,0.0,31
1,1,2,4,0.0,0.0,0.000252,0.008448,0.527638,0.02176,1.083988,0.148619,31.830684,0.0,3
3,3,7,2,0.0,0.0,0.007254,0.0,0.491669,0.04649,10.200386,0.458054,37.170051,0.0,0
0,1,0,1,0.0,0.0,0.003574,0.001417,0.189764,0.486037,4.5389,0.605973,39.509969,0.0,0
0,0,0,0,0.0,0.0,0.0,0.003335,0.8774,0.00421,7.153684,1.526035,50.523492,0.0,0
22,20,45,51,3.239041,0.084769,0.013982,0.009054,0.556196,0.0,0.33535,0.234778,5.886474,1.0,5
0,8,11,13,3.585661,0.147985,0.008554,0.004742,0.373691,0.112083,0.692773,0.556865,18.648016,0.0,0
1,22,20,19,0.15153,0.009288,0.002852,0.007349,0.409281,0.0,7.430272,0.189329,29.360041,0.0,10
0,3,0,0,0.0,0.0,0.000152,0.000527,0.94856,0.0,7.991508,0.414218,31.604235,0.0,0
0,13,0,1,0.0,0.0,0.0,0.000175,0.356308,0.026338,14.534185,0.48972,52.436802,0.0,0
9,17,74,52,2.433799,0.177456,0.005618,0.011741,0.403909,0.0,0.161573,0.180369,11.096522,2.0,23
19,47,61,49,5.52546,0.183107,0.019921,0.002534,0.547527,0.0,0.328056,0.078299,3.576679,0.0,42
0,0,0,1,0.0,0.0,0.005937,0.0,0.929202,0.004212,8.407287,1.468364,55.354367,0.0,0
2,11,36,25,2.902612,0.287227,0.010197,0.000486,0.144134,0.005266,1.496862,0.14218,14.592066,0.0,5
9,60,21,27,1.589977,0.120016,0.00905,0.002843,0.273711,0.0,0.910675,0.320093,12.071828,0.0,2
0,1,0,0,0.0,0.0,0.000858,0.0,0.255707,0.061103,4.261452,2.414416,51.97535,0.0,0
0,1,0,0,0.0,0.0,0.002213,0.0,0.50953,0.0,5.752221,0.403465,52.135043,0.0,0
1,2,3,0,0.0,0.0,0.003751,0.003363,0.623668,0.000438,2.506915,0.392066,30.154177,0.0,0
1,8,3,11,0.277359,0.057567,0.004781,0.002209,0.453321,0.141102,1.925985,0.461595,23.294438,0.0,0
0,0,2,1,0.0,0.0,0.000827,0.000827,0.934665,0.0,4.702067,0.403648,57.865737,0.0,0
0,1,1,1,0.0,0.0,0.001117,0.0,0.659962,0.057003,4.816356,0.706573,24.532751,0.0,0
0,3,6,2,0.353946,0.029495,0.002245,0.002302,0.786385,0.050696,5.093262,0.132988,15.769041,0.0,2
0,0,10,4,0.0,0.0,0.004387,0.000828,0.829871,0.003158,4.204758,0.329014,60.964811,0.0,1
5,4,9,9,7.588873,0.499399,0.001939,0.002643,0.16392,0.0,0.64193,0.282834,10.151443,0.0,30
0,1,1,0,0.0,0.0,0.007173,0.001686,0.674052,0.0,4.997883,0.295871,26.895694,0.0,1
0,0,1,0,0.0,0.0,0.002712,0.0,0.572372,0.016849,4.850993,0.562932,31.699294,0.0,0
1,6,11,11,0.065272,0.021757,0.005912,0.003752,0.608557,0.0,4.773422,0.219089,23.838213,0.0,8
1,8,3,2,0.0,0.0,0.0,0.001714,0.77096,0.0,3.391554,0.476076,38.411437,0.0,0
0,0,0,0,0.0,0.0,0.0,0.0,0.965936,0.0,10.082302,1.060509,60.53483,0.0,0
3,2,30,39,0.203468,0.014104,0.00622,0.003365,0.378536,0.0,1.080985,0.509916,17.823256,0.0,0
0,1,1,0,0.0,0.0,0.00301,0.001666,0.921137,0.0,15.798503,0.679833,59.239471,0.0,0
4,31,268,29,3.599885,0.373945,0.006405,0.004125,0.356705,0.0,1.009436,0.0898,12.875923,0.0,22
0,3,30,29,0.804545,0.053636,0.011938,0.002519,0.021309,0.0,3.453637,0.372016,29.174836,0.0,7
1,1,2,3,0.557656,0.031333,0.001735,0.001757,0.598331,0.0,4.785154,0.307119,35.092064,0.0,12
0,0,3,2,0.008258,0.001481,0.006059,0.019527,0.717654,0.066682,1.591323,0.407395,6.354416,0.0,0
1,4,0,0,0.0,0.0,0.003002,0.000381,0.363584,0.393252,4.755391,0.392231,57.241019,0.0,4
1,2,2,5,0.0,0.0,1.9e-05,0.003595,0.562522,0.001052,9.347017,0.223266,58.39924,0.0,1
5,7,21,10,2.653723,0.230754,0.005789,0.0,0.672929,0.0,2.448793,0.236322,11.240143,0.0,2
0,0,0,0,0.0,0.0,0.003153,0.0,0.643985,0.0,23.823744,0.262506,61.846664,0.0,5
14,33,72,79,0.641264,0.036303,0.005098,0.0,0.198495,0.0,1.187588,0.59835,20.32021,0.0,0
1,15,5,3,0.014002,0.004667,0.000444,0.00668,0.277222,0.0,3.40232,0.226017,34.886942,0.0,11
5,42,72,73,0.726245,0.075081,0.005577,0.011859,0.326827,0.0,2.37746,0.194664,18.734937,0.0,6
0,1,0,0,0.0,0.0,0.0,0.010452,0.853495,0.0,6.29307,0.638042,39.048218,0.0,0
19,23,32,39,2.034926,0.175992,0.009859,0.009016,0.484386,0.0,0.661447,0.075565,5.245277,0.0,51
0,2,7,8,0.031773,0.002988,0.003277,0.004738,0.434835,0.005264,0.829981,0.131786,36.643046,0.0,6
1,3,0,0,0.0,0.0,0.0,0.0,0.885613,0.038947,7.822395,0.990564,39.332404,0.0,0
10,10,12,50,1.364368,0.228032,0.007181,0.007404,0.387169,0.0,3.313162,0.12678,18.884431,0.0,51
0,2,0,0,0.0,0.0,0.003514,0.00205,0.443238,0.0,7.25323,0.572113,55.783946,0.0,0
8,37,23,33,3.054699,0.099568,0.006537,0.013543,0.623642,0.021059,0.630807,0.105155,14.231659,0.0,38
4,34,74,111,0.602123,0.038792,0.003773,0.003773,0.425964,0.0,2.459793,0.318894,27.96377,0.0,3
3,16,18,13,0.0,0.0,0.002205,0.004579,0.495951,0.0,3.81836,0.134584,55.226195,0.0,10
0,0,0,0,0.0,0.0,0.002629,0.003359,0.945197,0.0,4.909392,1.23433,55.519088,0.0,0
0,8,19,11,0.0,0.0,0.0,0.007862,0.720105,0.0,4.537949,0.262164,54.522412,0.0,11
2,41,7,7,0.45478,0.052925,0.013755,0.0,0.439574,0.00316,0.435324,0.337739,12.230195,0.0,0
35,36,65,79,2.138691,0.151286,0.00676,0.010136,0.165647,0.0,3.440469,0.106565,34.168794,0.0,18
1,3,8,8,0.0,0.0,0.007285,0.006869,0.485484,0.192276,0.907681,0.170059,57.000839,0.0,3
0,0,1,0,0.0,0.0,0.0012,0.0,0.912986,0.001053,2.861725,0.491377,29.935608,0.0,0
49,72,152,144,3.705516,0.126407,0.00688,0.007504,0.250937,0.134425,1.245622,0.089599,30.789663,0.0,30
3,0,0,1,0.0,0.0,0.00344,0.001232,0.393238,0.004212,0.952618,0.732769,28.241323,0.0,0
7,0,2,2,3.594728,0.303218,0.011291,0.0,0.534677,0.001067,3.005,1.019624,17.730077,0.0,0
1,0,1,2,0.0,0.0,0.005387,0.000537,0.912472,0.0,7.404557,0.215023,63.380746,0.0,5
0,0,0,0,0.0,0.0,0.0,0.003411,0.947149,0.0,12.71336,1.587163,55.150886,0.0,0
0,0,0,0,0.0,0.0,0.002299,0.0,0.851244,0.004212,8.013329,0.65673,56.126976,0.0,0
0,9,4,7,0.0,0.0,0.00156,0.008578,0.636714,0.002107,10.016972,0.071825,43.312895,0.0,6
0,2,6,3,0.012149,0.002025,0.001885,0.018919,0.635082,0.0,7.135393,0.145326,40.356489,0.0,8
0,17,19,10,0.015741,0.005247,0.004613,0.00159,0.386556,0.0,2.354656,0.136598,20.537128,0.0,6
10,64,70,69,1.080828,0.133566,0.005908,0.003956,0.527583,0.001053,1.286137,0.145141,18.229201,0.0,22
1,0,2,3,0.0,0.0,0.001743,0.0,0.879791,0.001053,17.091198,1.015605,66.099941,0.0,0
3,2,15,27,0.192591,0.014802,0.008929,0.007304,0.48445,0.097691,3.702336,0.219825,24.497865,0.0,18
63,27,505,395,4.837286,0.381187,0.015329,0.005074,0.075884,0.0,1.053426,0.036211,11.171538,0.0,72
0,0,0,0,0.0,0.0,0.001585,8.9e-05,0.971669,0.0,16.017581,0.517077,72.755219,0.0,0
11,5,23,32,3.069888,0.170333,0.012794,0.007233,0.637781,0.0,1.780907,0.073307,6.283182,0.0,16
18,18,72,50,3.853351,0.118863,0.008001,0.003626,0.342832,0.057902,1.104335,0.087687,29.768588,0.0,55
0,0,0,0,0.0,0.0,0.002559,0.001878,0.226335,0.512241,4.153648,0.568612,26.193277,0.0,0
1,2,2,5,0.0,0.0,0.002388,0.001715,0.576296,0.0,10.710466,0.34984,37.531224,0.0,0
3,8,7,19,0.458236,0.085515,0.004973,0.007161,0.320736,0.002828,1.297048,0.125314,21.121879,0.0,49
1,8,0,4,0.095569,0.017161,0.002254,0.001898,0.265237,0.381543,1.583572,0.353349,17.691469,0.0,0
0,0,1,0,0.0,0.0,0.000224,0.000107,0.515327,0.002612,7.357264,0.917144,44.785318,0.0,0
0,0,1,0,2.683167,0.225286,0.005645,0.003912,0.193924,0.0,1.103448,0.70274,4.148911,0.0,0
0,0,3,0,0.0,0.0,0.005756,0.005003,0.528852,0.17584,4.206794,0.723051,26.371982,0.0,0
0,0,0,0,0.0,0.0,0.0,0.00337,0.930724,0.0,16.547883,0.562663,58.672842,0.0,0
0,1,1,0,0.0,0.0,0.002684,0.000726,0.851621,0.0,6.290832,0.40647,21.948709,0.0,0
120,65,551,503,8.783536,0.423777,0.022406,0.009161,0.070877,0.0,1.57514,0.238792,29.494162,0.0,17
1,17,29,48,0.819262,0.147426,0.009353,0.00214,0.469443,0.0,1.622695,0.139427,11.104274,0.0,9
0,0,0,0,0.0,0.0,0.001823,0.0,0.141039,0.623621,2.371801,0.745233,27.903327,0.0,0
2,2,10,12,0.0,0.0,0.004259,0.003445,0.830986,0.009471,10.191807,0.353343,58.863932,0.0,1
15,27,87,95,2.048525,0.135771,0.010348,0.011676,0.411328,0.0,1.005232,0.120542,12.791835,0.0,38
0,0,0,0,0.0,0.0,0.0,0.000612,0.888915,0.002106,19.233843,0.360076,52.711037,0.0,0
0,2,1,0,0.0,0.0,0.001636,0.002233,0.21274,0.0,3.416935,0.287182,33.577301,0.0,5
0,0,1,0,0.0,0.0,0.000162,0.003648,0.809563,0.109363,13.914458,0.679039,70.694581,0.0,0
1,41,44,23,0.588661,0.132081,0.009982,0.008745,0.286408,0.051147,1.346104,0.026971,12.595786,0.0,30
2,29,12,24,0.923964,0.074759,0.004002,0.004114,0.346618,0.0,1.310414,0.178407,31.806422,0.0,16
0,5,2,2,0.483664,0.096749,0.006811,0.010356,0.527822,0.0,2.942239,0.134951,19.570213,0.0,7
0,1,1,1,0.0,0.0,0.004151,0.005687,0.659055,0.00913,11.767976,0.921122,33.938225,0.0,0
0,1,4,1,0.0,0.0,0.002826,0.001108,0.702239,0.009476,6.319029,0.346764,21.39381,0.0,1
1,7,2,2,1.016432,0.099104,0.002041,0.001312,0.802934,0.001053,1.859639,0.395073,6.23115,0.0,0
0,2,0,0,0.0,0.0,0.000363,0.002815,0.979574,0.0,5.328544,0.234454,16.87118,0.0,4
0,0,0,0,0.0,0.0,0.001974,0.001974,0.311164,0.0,2.541125,1.35827,39.224358,0.0,0
51,133,96,96,8.344255,0.26866,0.016543,0.00894,0.367714,0.0,0.432635,0.098015,5.972899,0.0,65
0,2,2,0,0.0,0.0,0.001842,0.010701,0.716771,0.002106,8.730762,0.934471,37.383313,0.0,0
1,0,1,1,0.0,0.0,0.00011,0.004371,0.466222,0.0,8.435079,0.282506,52.41608,0.0,1
5,10,15,20,3.517903,0.34338,0.004044,0.0,0.322504,0.001149,2.749585,0.254488,13.99658,0.0,6
0,1,0,0,0.0,0.0,0.0,0.002469,0.720419,0.0,2.0939,1.739851,46.114541,0.0,0
0,0,1,0,0.0,0.0,0.005379,0.005629,0.689092,0.024896,4.685481,0.594419,32.426939,0.0,0
0,1,0,0,0.0,0.0,0.005808,0.000633,0.334218,0.096003,5.68917,0.432287,33.433556,0.0,0
1,5,27,44,0.090465,0.026921,0.003342,0.001675,0.462354,0.0,7.830787,0.232774,22.703441,0.0,2
0,0,1,0,0.0,0.0,0.008145,0.0,0.982059,0.0,3.519019,0.592138,15.485423,0.0,0
0,0,0,0,0.0,0.0,0.0,0.003774,0.927138,0.0,13.883549,1.301446,59.82367,0.0,0
34,35,96,184,2.317465,0.141352,0.010547,0.004076,0.16839,0.0,1.735548,0.302393,19.830333,0.0,5
0,0,1,0,0.0,0.0,0.005981,0.001959,0.754327,0.099992,3.176113,0.569743,53.329714,0.0,0
11,59,22,13,1.278191,0.107078,0.004446,0.007203,0.179638,0.0,3.187362,0.354134,17.866136,0.0,1
1,37,45,41,0.147244,0.024223,0.004235,0.005063,0.371704,0.0,5.803943,0.03903,20.891159,0.0,14
0,1,3,1,0.0,0.0,0.005719,0.0,0.400291,0.0,12.811278,0.570728,39.283573,0.0,0
0,0,0,0,0.0,0.0,0.0,0.0,0.955179,0.0,23.474718,1.465014,56.767777,0.0,0
0,14,1,4,0.368266,0.063707,0.003336,0.008664,0.504644,0.0,3.35482,0.429284,14.564133,0.0,0
4,3,6,16,0.0,0.0,0.006345,0.003336,0.637772,0.0,6.56865,0.357145,33.426851,0.0,0
0,0,0,0,0.0,0.0,0.006548,0.003859,0.815596,0.003633,4.603654,0.821991,51.081337,0.0,0
0,0,0,0,0.0,0.0,0.006987,0.003057,0.618996,0.016507,2.882323,1.598803,37.63059,0.0,0
0,0,0,0,0.0,0.0,0.002358,0.0,0.924133,0.001053,1.577817,0.254272,42.337329,0.0,2
0,0,4,2,0.0,0.0,0.004198,0.002255,0.837299,0.0,2.272482,0.28591,30.889365,0.0,4
96,73,179,503,8.915968,0.551728,0.007907,0.00267,0.078494,0.0,0.993203,0.1298,13.154513,0.0,39
2,1,2,4,0.994923,0.127793,0.011717,0.003666,0.259831,0.241617,1.395333,0.40097,22.915674,0.0,0
1,17,15,10,0.293728,0.027894,0.004767,0.006302,0.417405,0.001053,1.755577,0.49973,18.915895,0.0,0
6,22,37,29,0.30896,0.029669,0.001209,0.000562,0.516402,0.0,2.252923,0.327429,19.608107,0.0,6
24,27,86,114,6.759366,0.21152,0.023574,0.008621,0.294011,0.077309,0.615201,0.042657,8.114897,0.0,42
25,136,170,93,2.67994,0.237435,0.005129,0.004542,0.320107,0.0,1.303164,0.221033,10.333526,0.0,8
2,12,17,13,1.244804,0.122401,0.003872,0.0,0.599233,0.0,3.351427,0.022786,12.183451,0.0,4
1,0,1,1,0.0,0.0,0.008612,0.004913,0.651157,0.0,0.832285,0.104245,19.275616,0.0,5
3,9,70,5,0.310342,0.052465,0.000296,0.008429,0.489053,0.007371,3.161211,0.231358,22.329922,0.0,9
6,42,20,30,0.756094,0.168365,0.007848,0.003494,0.356105,0.0,3.362047,0.230996,22.310299,0.0,9
10,47,79,89,4.893241,0.266418,0.007063,0.000967,0.467579,0.0,1.334306,0.072646,14.602398,0.0,10
4,11,11,4,0.258533,0.019442,0.002705,0.0,0.33936,0.0,2.219106,0.475221,33.395132,0.0,0
2,0,2,2,0.0,0.0,0.00562,0.004581,0.325913,0.008878,6.819013,0.084679,55.473871,0.0,2
0,9,11,8,0.0,0.0,0.001644,0.004617,0.402614,0.0,11.152958,0.290884,40.691276,0.0,4
0,3,11,5,0.0,0.0,0.005828,0.001541,0.521524,0.002838,2.728572,0.197294,30.777573,0.0,4
0,0,0,1,0.0,0.0,0.002741,0.0,0.69666,0.015786,16.787778,1.7008,65.361259,0.0,0
